reference,date,entity,account_code,account_name,category,description,debit,credit,currency,amount_kes
JNL/01582,2025-03-14,AQL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Meridian Accountants,252176.41,0.0,KES,252176.41
JNL/01576,2025-03-19,AQL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 03/2025,4209839.86,0.0,KES,4209839.86
JNL/01577,2025-03-24,AQL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 03/2025,1540766.52,0.0,KES,1540766.52
JNL/01584,2025-03-26,AQL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — AquaFeed Suppliers,106174.53,0.0,KES,106174.53
JNL/01585,2025-03-28,AQL,70000008,Depreciation,Depreciation,Depreciation — EastAfrica Power,255752.4,0.0,KES,255752.4
JNL/01586,2025-03-28,AQL,70000009,Insurance,Admin,Insurance — Meridian Accountants,144725.65,0.0,KES,144725.65
JNL/01579,2025-03-31,AQL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Meridian Accountants,1177020.55,0.0,KES,1177020.55
JNL/ACC01,2025-03-31,AQL,50000001,Revenue — Domestic Sales,Revenue,Accrual — March revenue recognition,0.0,1200000.0,KES,1200000.0
JNL/REV01,2025-04-01,AQL,50000001,Revenue — Domestic Sales,Revenue,Reversal — March revenue accrual,1200000.0,0.0,KES,1200000.0
JNL/01623,2025-04-03,AQL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — ColdChain Express,252800.86,0.0,KES,252800.86
JNL/01624,2025-04-08,AQL,70000006,Professional Fees,Admin,Professional Fees — AquaFeed Suppliers,223504.9,0.0,KES,223504.9
JNL/01618,2025-04-09,AQL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 04/2025,1811404.75,0.0,KES,1811404.75
JNL/01614,2025-04-11,AQL,31200001,Intercompany — Payable,Intercompany,Intercompany loan received — SHL,0.0,495293.45,KES,495293.45
JNL/01622,2025-04-11,AQL,70000003,Logistics & Transport,Logistics,Logistics & Transport — ColdChain Express,469602.77,0.0,KES,469602.77
JNL/01619,2025-04-18,AQL,60000003,COGS — Packaging,COGS,COGS — Packaging — 04/2025,924434.18,0.0,KES,924434.18
JNL/01627,2025-04-21,AQL,70000009,Insurance,Admin,Insurance — LakeView Processing,155655.8,0.0,KES,155655.8
JNL/01620,2025-04-24,AQL,70000001,Salaries & Wages,Payroll,Salaries & Wages — AquaFeed Suppliers,1181188.06,0.0,KES,1181188.06
JNL/01616,2025-04-25,AQL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Export Buyers Ltd,0.0,4125099.21,KES,4125099.21
JNL/01626,2025-04-25,AQL,70000008,Depreciation,Depreciation,Depreciation — Harbour Finance,219576.55,0.0,KES,219576.55
JNL/01625,2025-04-28,AQL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — LakeView Processing,103780.41,0.0,KES,103780.41
JNL/01615,2025-04-29,AQL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — FreshFish Nairobi,0.0,5945210.51,KES,5945210.51
JNL/01621,2025-04-29,AQL,70000002,Rent & Utilities,Facilities,Rent & Utilities — ColdChain Express,358682.24,0.0,KES,358682.24
JNL/01617,2025-04-30,AQL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 04/2025,4160809.67,0.0,KES,4160809.67
JNL/01658,2025-05-06,AQL,60000003,COGS — Packaging,COGS,COGS — Packaging — 05/2025,879121.2,0.0,KES,879121.2
JNL/01655,2025-05-15,AQL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Export Buyers Ltd,0.0,3689043.58,KES,3689043.58
JNL/01656,2025-05-15,AQL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 05/2025,3669011.07,0.0,KES,3669011.07
JNL/01659,2025-05-15,AQL,70000001,Salaries & Wages,Payroll,Salaries & Wages — ColdChain Express,992748.68,0.0,KES,992748.68
JNL/01664,2025-05-15,AQL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — AquaFeed Suppliers,105631.84,0.0,KES,105631.84
JNL/01665,2025-05-15,AQL,70000008,Depreciation,Depreciation,Depreciation — LakeView Processing,219960.64,0.0,KES,219960.64
JNL/01666,2025-05-19,AQL,70000009,Insurance,Admin,Insurance — AquaFeed Suppliers,140235.26,0.0,KES,140235.26
JNL/01654,2025-05-20,AQL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — FreshFish Nairobi,0.0,5919248.07,KES,5919248.07
JNL/01663,2025-05-21,AQL,70000006,Professional Fees,Admin,Professional Fees — AquaFeed Suppliers,199670.45,0.0,KES,199670.45
JNL/01660,2025-05-22,AQL,70000002,Rent & Utilities,Facilities,Rent & Utilities — EastAfrica Power,351099.14,0.0,KES,351099.14
JNL/01662,2025-05-26,AQL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — EastAfrica Power,245666.07,0.0,KES,245666.07
JNL/01657,2025-05-30,AQL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 05/2025,1567474.66,0.0,KES,1567474.66
JNL/01661,2025-05-30,AQL,70000003,Logistics & Transport,Logistics,Logistics & Transport — LakeView Processing,532879.46,0.0,KES,532879.46
JNL/01700,2025-06-06,AQL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Meridian Accountants,1055366.68,0.0,KES,1055366.68
JNL/01703,2025-06-06,AQL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Harbour Finance,217657.37,0.0,KES,217657.37
JNL/01701,2025-06-10,AQL,70000002,Rent & Utilities,Facilities,Rent & Utilities — EastAfrica Power,341772.45,0.0,KES,341772.45
JNL/01698,2025-06-11,AQL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 06/2025,1276815.46,0.0,KES,1276815.46
JNL/01694,2025-06-12,AQL,31200001,Intercompany — Payable,Intercompany,Intercompany loan received — SHL,0.0,551525.12,KES,551525.12
JNL/01704,2025-06-12,AQL,70000006,Professional Fees,Admin,Professional Fees — AquaFeed Suppliers,184234.85,0.0,KES,184234.85
JNL/01706,2025-06-12,AQL,70000008,Depreciation,Depreciation,Depreciation — Meridian Accountants,220230.95,0.0,KES,220230.95
JNL/01707,2025-06-13,AQL,70000009,Insurance,Admin,Insurance — AquaFeed Suppliers,147827.09,0.0,KES,147827.09
JNL/01705,2025-06-16,AQL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — EastAfrica Power,119079.66,0.0,KES,119079.66
JNL/01695,2025-06-19,AQL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — FreshFish Nairobi,0.0,4488323.06,KES,4488323.06
JNL/01699,2025-06-20,AQL,60000003,COGS — Packaging,COGS,COGS — Packaging — 06/2025,665504.96,0.0,KES,665504.96
JNL/01696,2025-06-23,AQL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Export Buyers Ltd,0.0,3002736.16,KES,3002736.16
JNL/01697,2025-06-23,AQL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 06/2025,2726216.6,0.0,KES,2726216.6
JNL/01702,2025-06-24,AQL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Meridian Accountants,522953.43,0.0,KES,522953.43
JNL/01738,2025-07-03,AQL,60000003,COGS — Packaging,COGS,COGS — Packaging — 07/2025,593798.6,0.0,KES,593798.6
JNL/01742,2025-07-03,AQL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Harbour Finance,241198.18,0.0,KES,241198.18
JNL/01734,2025-07-07,AQL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — FreshFish Nairobi,0.0,4006350.28,KES,4006350.28
JNL/01737,2025-07-07,AQL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 07/2025,1141541.19,0.0,KES,1141541.19
JNL/01739,2025-07-11,AQL,70000001,Salaries & Wages,Payroll,Salaries & Wages — EastAfrica Power,1013043.72,0.0,KES,1013043.72
JNL/01741,2025-07-17,AQL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Harbour Finance,561409.92,0.0,KES,561409.92
JNL/01744,2025-07-17,AQL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — Meridian Accountants,112069.84,0.0,KES,112069.84
JNL/01735,2025-07-18,AQL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Export Buyers Ltd,0.0,2839270.09,KES,2839270.09
JNL/01746,2025-07-22,AQL,70000009,Insurance,Admin,Insurance — Harbour Finance,141257.09,0.0,KES,141257.09
JNL/01740,2025-07-28,AQL,70000002,Rent & Utilities,Facilities,Rent & Utilities — LakeView Processing,319959.48,0.0,KES,319959.48
JNL/01736,2025-07-29,AQL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 07/2025,2337214.48,0.0,KES,2337214.48
JNL/01745,2025-07-29,AQL,70000008,Depreciation,Depreciation,Depreciation — LakeView Processing,253002.53,0.0,KES,253002.53
JNL/01743,2025-07-30,AQL,70000006,Professional Fees,Admin,Professional Fees — LakeView Processing,204123.75,0.0,KES,204123.75
JNL/01781,2025-08-01,AQL,70000002,Rent & Utilities,Facilities,Rent & Utilities — Harbour Finance,315479.96,0.0,KES,315479.96
JNL/01784,2025-08-05,AQL,70000006,Professional Fees,Admin,Professional Fees — ColdChain Express,197995.84,0.0,KES,197995.84
JNL/01775,2025-08-07,AQL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — FreshFish Nairobi,0.0,3932275.59,KES,3932275.59
JNL/01776,2025-08-12,AQL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Export Buyers Ltd,0.0,3001515.44,KES,3001515.44
JNL/01779,2025-08-13,AQL,60000003,COGS — Packaging,COGS,COGS — Packaging — 08/2025,692278.78,0.0,KES,692278.78
JNL/01780,2025-08-13,AQL,70000001,Salaries & Wages,Payroll,Salaries & Wages — EastAfrica Power,1186966.13,0.0,KES,1186966.13
JNL/01782,2025-08-14,AQL,70000003,Logistics & Transport,Logistics,Logistics & Transport — EastAfrica Power,565403.54,0.0,KES,565403.54
JNL/01786,2025-08-14,AQL,70000008,Depreciation,Depreciation,Depreciation — Meridian Accountants,212507.4,0.0,KES,212507.4
JNL/01785,2025-08-18,AQL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — EastAfrica Power,124276.7,0.0,KES,124276.7
JNL/01787,2025-08-20,AQL,70000009,Insurance,Admin,Insurance — Harbour Finance,135577.95,0.0,KES,135577.95
JNL/01777,2025-08-21,AQL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 08/2025,3059498.06,0.0,KES,3059498.06
JNL/01783,2025-08-26,AQL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Harbour Finance,211258.57,0.0,KES,211258.57
JNL/01774,2025-08-27,AQL,31200001,Intercompany — Payable,Intercompany,Intercompany loan received — SHL,0.0,529273.56,KES,529273.56
JNL/01778,2025-08-29,AQL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 08/2025,1307690.69,0.0,KES,1307690.69
JNL/01815,2025-09-02,AQL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Export Buyers Ltd,0.0,3542303.23,KES,3542303.23
JNL/01818,2025-09-05,AQL,60000003,COGS — Packaging,COGS,COGS — Packaging — 09/2025,969273.89,0.0,KES,969273.89
JNL/01821,2025-09-09,AQL,70000003,Logistics & Transport,Logistics,Logistics & Transport — ColdChain Express,582740.91,0.0,KES,582740.91
JNL/01824,2025-09-11,AQL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — Meridian Accountants,127716.24,0.0,KES,127716.24
JNL/01825,2025-09-11,AQL,70000008,Depreciation,Depreciation,Depreciation — ColdChain Express,252595.83,0.0,KES,252595.83
JNL/01819,2025-09-12,AQL,70000001,Salaries & Wages,Payroll,Salaries & Wages — AquaFeed Suppliers,1088998.0,0.0,KES,1088998.0
JNL/01826,2025-09-12,AQL,70000009,Insurance,Admin,Insurance — EastAfrica Power,145655.56,0.0,KES,145655.56
JNL/SPIKE01,2025-09-12,AQL,70000003,Logistics & Transport,Logistics,Emergency cold-chain transport — Lake Victoria,4800000.0,0.0,KES,4800000.0
JNL/01817,2025-09-16,AQL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 09/2025,1618551.63,0.0,KES,1618551.63
JNL/01820,2025-09-18,AQL,70000002,Rent & Utilities,Facilities,Rent & Utilities — LakeView Processing,315697.64,0.0,KES,315697.64
JNL/01814,2025-09-19,AQL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — FreshFish Nairobi,0.0,5550610.04,KES,5550610.04
JNL/01823,2025-09-23,AQL,70000006,Professional Fees,Admin,Professional Fees — LakeView Processing,184713.57,0.0,KES,184713.57
JNL/01822,2025-09-24,AQL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — ColdChain Express,250869.85,0.0,KES,250869.85
JNL/01816,2025-09-25,AQL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 09/2025,3717423.25,0.0,KES,3717423.25
JNL/01858,2025-10-02,AQL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 10/2025,1439873.79,0.0,KES,1439873.79
JNL/01859,2025-10-02,AQL,60000003,COGS — Packaging,COGS,COGS — Packaging — 10/2025,1073808.28,0.0,KES,1073808.28
JNL/01856,2025-10-06,AQL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Export Buyers Ltd,0.0,3604112.76,KES,3604112.76
JNL/01861,2025-10-06,AQL,70000002,Rent & Utilities,Facilities,Rent & Utilities — AquaFeed Suppliers,355966.56,0.0,KES,355966.56
JNL/01857,2025-10-07,AQL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 10/2025,3758966.77,0.0,KES,3758966.77
JNL/01867,2025-10-07,AQL,70000009,Insurance,Admin,Insurance — Meridian Accountants,134235.93,0.0,KES,134235.93
JNL/01864,2025-10-16,AQL,70000006,Professional Fees,Admin,Professional Fees — EastAfrica Power,188866.6,0.0,KES,188866.6
JNL/01863,2025-10-17,AQL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — ColdChain Express,245917.8,0.0,KES,245917.8
JNL/01855,2025-10-20,AQL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — FreshFish Nairobi,0.0,6557318.2,KES,6557318.2
JNL/01866,2025-10-20,AQL,70000008,Depreciation,Depreciation,Depreciation — Meridian Accountants,215582.18,0.0,KES,215582.18
JNL/01860,2025-10-22,AQL,70000001,Salaries & Wages,Payroll,Salaries & Wages — LakeView Processing,1102580.54,0.0,KES,1102580.54
JNL/01862,2025-10-24,AQL,70000003,Logistics & Transport,Logistics,Logistics & Transport — ColdChain Express,467763.34,0.0,KES,467763.34
JNL/01854,2025-10-29,AQL,31200001,Intercompany — Payable,Intercompany,Intercompany loan received — SHL,0.0,461364.32,KES,461364.32
JNL/01865,2025-10-31,AQL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — Harbour Finance,127081.83,0.0,KES,127081.83
JNL/01899,2025-11-03,AQL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Meridian Accountants,1032754.58,0.0,KES,1032754.58
JNL/01903,2025-11-03,AQL,70000006,Professional Fees,Admin,Professional Fees — AquaFeed Suppliers,220329.53,0.0,KES,220329.53
JNL/01904,2025-11-03,AQL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — ColdChain Express,125193.32,0.0,KES,125193.32
JNL/01898,2025-11-07,AQL,60000003,COGS — Packaging,COGS,COGS — Packaging — 11/2025,911689.82,0.0,KES,911689.82
JNL/01900,2025-11-07,AQL,70000002,Rent & Utilities,Facilities,Rent & Utilities — LakeView Processing,314545.35,0.0,KES,314545.35
JNL/01902,2025-11-10,AQL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — LakeView Processing,244375.82,0.0,KES,244375.82
JNL/01895,2025-11-11,AQL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Export Buyers Ltd,0.0,3265189.7,KES,3265189.7
JNL/01896,2025-11-12,AQL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 11/2025,3771010.75,0.0,KES,3771010.75
JNL/01905,2025-11-12,AQL,70000008,Depreciation,Depreciation,Depreciation — LakeView Processing,226275.18,0.0,KES,226275.18
JNL/01897,2025-11-17,AQL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 11/2025,1352668.44,0.0,KES,1352668.44
JNL/01906,2025-11-17,AQL,70000009,Insurance,Admin,Insurance — Meridian Accountants,150849.36,0.0,KES,150849.36
JNL/01901,2025-11-26,AQL,70000003,Logistics & Transport,Logistics,Logistics & Transport — ColdChain Express,489824.61,0.0,KES,489824.61
JNL/01894,2025-11-27,AQL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — FreshFish Nairobi,0.0,4788161.62,KES,4788161.62
JNL/01934,2025-12-05,AQL,31200001,Intercompany — Payable,Intercompany,Intercompany loan received — SHL,0.0,498491.74,KES,498491.74
JNL/01935,2025-12-11,AQL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — FreshFish Nairobi,0.0,5385887.27,KES,5385887.27
JNL/01942,2025-12-12,AQL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Meridian Accountants,491668.17,0.0,KES,491668.17
JNL/01940,2025-12-15,AQL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Harbour Finance,1113011.42,0.0,KES,1113011.42
JNL/01944,2025-12-18,AQL,70000006,Professional Fees,Admin,Professional Fees — Meridian Accountants,219317.8,0.0,KES,219317.8
JNL/01943,2025-12-23,AQL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — EastAfrica Power,211919.35,0.0,KES,211919.35
JNL/01939,2025-12-24,AQL,60000003,COGS — Packaging,COGS,COGS — Packaging — 12/2025,755113.81,0.0,KES,755113.81
JNL/01947,2025-12-24,AQL,70000009,Insurance,Admin,Insurance — Harbour Finance,133574.44,0.0,KES,133574.44
JNL/01938,2025-12-25,AQL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 12/2025,1179785.68,0.0,KES,1179785.68
JNL/01936,2025-12-26,AQL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Export Buyers Ltd,0.0,3516046.06,KES,3516046.06
JNL/01941,2025-12-26,AQL,70000002,Rent & Utilities,Facilities,Rent & Utilities — EastAfrica Power,359148.1,0.0,KES,359148.1
JNL/01937,2025-12-29,AQL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 12/2025,3140599.87,0.0,KES,3140599.87
JNL/01946,2025-12-29,AQL,70000008,Depreciation,Depreciation,Depreciation — AquaFeed Suppliers,233430.43,0.0,KES,233430.43
JNL/01945,2025-12-31,AQL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — AquaFeed Suppliers,129485.76,0.0,KES,129485.76
JNL/01033,2024-01-02,GCL,70000002,Rent & Utilities,Facilities,Rent & Utilities — EcoMap Consultants,171957.58,0.0,KES,171957.58
JNL/01028,2024-01-03,GCL,50000003,Revenue — Carbon Credits,Revenue,Export/carbon revenue — Green Invest Fund,0.0,770623.69,KES,770623.69
JNL/01036,2024-01-03,GCL,70000006,Professional Fees,Admin,Professional Fees — Solar Connect Ltd,120289.72,0.0,KES,120289.72
JNL/01027,2024-01-04,GCL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — ClimateBridge AG,0.0,1068965.81,KES,1068965.81
JNL/01030,2024-01-04,GCL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 01/2024,128325.33,0.0,KES,128325.33
JNL/01035,2024-01-04,GCL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Frontier Legal,142304.22,0.0,KES,142304.22
JNL/SUSP01,2024-01-08,GCL,12300001,Suspense / Clearing,Suspense,Unallocated receipt — TXN-GCL-00441,780000.0,0.0,KES,780000.0
JNL/01037,2024-01-12,GCL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — Frontier Legal,60998.87,0.0,KES,60998.87
JNL/01031,2024-01-16,GCL,60000003,COGS — Packaging,COGS,COGS — Packaging — 01/2024,88630.05,0.0,KES,88630.05
JNL/01029,2024-01-17,GCL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 01/2024,353265.23,0.0,KES,353265.23
JNL/01034,2024-01-19,GCL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Unity Bank,319026.97,0.0,KES,319026.97
JNL/01039,2024-01-25,GCL,70000009,Insurance,Admin,Insurance — EcoMap Consultants,83537.27,0.0,KES,83537.27
JNL/01032,2024-01-26,GCL,70000001,Salaries & Wages,Payroll,Salaries & Wages — EcoMap Consultants,559922.88,0.0,KES,559922.88
JNL/01038,2024-01-26,GCL,70000008,Depreciation,Depreciation,Depreciation — Unity Bank,115640.49,0.0,KES,115640.49
JNL/01074,2024-02-07,GCL,70000002,Rent & Utilities,Facilities,Rent & Utilities — Solar Connect Ltd,169214.46,0.0,KES,169214.46
JNL/01075,2024-02-07,GCL,70000003,Logistics & Transport,Logistics,Logistics & Transport — EcoMap Consultants,309804.69,0.0,KES,309804.69
JNL/01070,2024-02-09,GCL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 02/2024,310311.53,0.0,KES,310311.53
JNL/01077,2024-02-13,GCL,70000006,Professional Fees,Admin,Professional Fees — Frontier Legal,118155.71,0.0,KES,118155.71
JNL/01069,2024-02-15,GCL,50000003,Revenue — Carbon Credits,Revenue,Export/carbon revenue — Green Invest Fund,0.0,823700.95,KES,823700.95
JNL/01080,2024-02-16,GCL,70000009,Insurance,Admin,Insurance — Solar Connect Ltd,77282.54,0.0,KES,77282.54
JNL/01072,2024-02-22,GCL,60000003,COGS — Packaging,COGS,COGS — Packaging — 02/2024,92045.27,0.0,KES,92045.27
JNL/01076,2024-02-26,GCL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — SurveyTech Africa,134354.66,0.0,KES,134354.66
JNL/01068,2024-02-27,GCL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — ClimateBridge AG,0.0,1052722.73,KES,1052722.73
JNL/01078,2024-02-27,GCL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — Unity Bank,68166.71,0.0,KES,68166.71
JNL/01079,2024-02-27,GCL,70000008,Depreciation,Depreciation,Depreciation — Solar Connect Ltd,114914.65,0.0,KES,114914.65
JNL/01071,2024-02-29,GCL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 02/2024,160826.81,0.0,KES,160826.81
JNL/01073,2024-02-29,GCL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Solar Connect Ltd,564036.59,0.0,KES,564036.59
JNL/01117,2024-03-04,GCL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — SurveyTech Africa,69705.63,0.0,KES,69705.63
JNL/01119,2024-03-05,GCL,70000009,Insurance,Admin,Insurance — GreenSeed Nurseries,73982.15,0.0,KES,73982.15
JNL/01115,2024-03-06,GCL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — GreenSeed Nurseries,137465.46,0.0,KES,137465.46
JNL/01109,2024-03-07,GCL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 03/2024,550194.65,0.0,KES,550194.65
JNL/01111,2024-03-08,GCL,60000003,COGS — Packaging,COGS,COGS — Packaging — 03/2024,116442.38,0.0,KES,116442.38
JNL/01108,2024-03-11,GCL,50000003,Revenue — Carbon Credits,Revenue,Export/carbon revenue — Green Invest Fund,0.0,1127222.67,KES,1127222.67
JNL/01116,2024-03-14,GCL,70000006,Professional Fees,Admin,Professional Fees — EcoMap Consultants,115585.89,0.0,KES,115585.89
JNL/01110,2024-03-18,GCL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 03/2024,201940.9,0.0,KES,201940.9
JNL/01114,2024-03-22,GCL,70000003,Logistics & Transport,Logistics,Logistics & Transport — EcoMap Consultants,317700.7,0.0,KES,317700.7
JNL/01112,2024-03-25,GCL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Frontier Legal,577320.53,0.0,KES,577320.53
JNL/01118,2024-03-27,GCL,70000008,Depreciation,Depreciation,Depreciation — SurveyTech Africa,137328.81,0.0,KES,137328.81
JNL/01107,2024-03-28,GCL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — ClimateBridge AG,0.0,1624026.47,KES,1624026.47
JNL/01113,2024-03-28,GCL,70000002,Rent & Utilities,Facilities,Rent & Utilities — GreenSeed Nurseries,176389.08,0.0,KES,176389.08
JNL/01149,2024-04-03,GCL,50000003,Revenue — Carbon Credits,Revenue,Export/carbon revenue — Green Invest Fund,0.0,1576389.8,KES,1576389.8
JNL/01159,2024-04-04,GCL,70000008,Depreciation,Depreciation,Depreciation — GreenSeed Nurseries,133288.0,0.0,KES,133288.0
JNL/01158,2024-04-09,GCL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — Solar Connect Ltd,60037.97,0.0,KES,60037.97
JNL/01151,2024-04-10,GCL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 04/2024,256998.21,0.0,KES,256998.21
JNL/01152,2024-04-11,GCL,60000003,COGS — Packaging,COGS,COGS — Packaging — 04/2024,163620.03,0.0,KES,163620.03
JNL/01148,2024-04-15,GCL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — ClimateBridge AG,0.0,2047917.01,KES,2047917.01
JNL/01160,2024-04-18,GCL,70000009,Insurance,Admin,Insurance — Unity Bank,85023.1,0.0,KES,85023.1
JNL/01153,2024-04-22,GCL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Unity Bank,667574.16,0.0,KES,667574.16
JNL/01156,2024-04-22,GCL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Frontier Legal,127675.99,0.0,KES,127675.99
JNL/01157,2024-04-22,GCL,70000006,Professional Fees,Admin,Professional Fees — SurveyTech Africa,125054.28,0.0,KES,125054.28
JNL/01150,2024-04-23,GCL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 04/2024,691644.42,0.0,KES,691644.42
JNL/01154,2024-04-24,GCL,70000002,Rent & Utilities,Facilities,Rent & Utilities — SurveyTech Africa,179999.01,0.0,KES,179999.01
JNL/01155,2024-04-25,GCL,70000003,Logistics & Transport,Logistics,Logistics & Transport — SurveyTech Africa,263455.13,0.0,KES,263455.13
JNL/01189,2024-05-01,GCL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 05/2024,929779.2,0.0,KES,929779.2
JNL/01198,2024-05-02,GCL,70000008,Depreciation,Depreciation,Depreciation — SurveyTech Africa,123367.72,0.0,KES,123367.72
JNL/01196,2024-05-07,GCL,70000006,Professional Fees,Admin,Professional Fees — Solar Connect Ltd,115577.77,0.0,KES,115577.77
JNL/01187,2024-05-08,GCL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — ClimateBridge AG,0.0,2712689.25,KES,2712689.25
JNL/01191,2024-05-13,GCL,60000003,COGS — Packaging,COGS,COGS — Packaging — 05/2024,217537.09,0.0,KES,217537.09
JNL/01192,2024-05-14,GCL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Solar Connect Ltd,570331.09,0.0,KES,570331.09
JNL/01197,2024-05-14,GCL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — SurveyTech Africa,61527.5,0.0,KES,61527.5
JNL/01188,2024-05-17,GCL,50000003,Revenue — Carbon Credits,Revenue,Export/carbon revenue — Green Invest Fund,0.0,1993720.65,KES,1993720.65
JNL/01190,2024-05-17,GCL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 05/2024,364769.35,0.0,KES,364769.35
JNL/01194,2024-05-24,GCL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Unity Bank,315455.55,0.0,KES,315455.55
JNL/01199,2024-05-24,GCL,70000009,Insurance,Admin,Insurance — Frontier Legal,84338.35,0.0,KES,84338.35
